# Logfile created on 2015-06-13 20:15:47 +0200 by logger.rb/v1.2.7
D, [2015-06-13T20:15:47.404199 #5687] DEBUG -- : MONGODB | Adding 127.0.0.1:27017 to the cluster. | runtime: 0.0134ms
D, [2015-06-14T20:26:04.861406 #4650] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 13", "text"=>"Text 13", "user_id"=>"557dc73c726a75122a000000", "_id"=><BSON::ObjectId:0x32969820 data=557dc73c726a75122a000011>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.7751ms
D, [2015-06-14T20:26:04.864650 #4650] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.6230ms
D, [2015-06-14T20:26:04.866327 #4650] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 14", "text"=>"Text 14", "user_id"=>"557dc73c726a75122a000000", "_id"=><BSON::ObjectId:0x32854340 data=557dc73c726a75122a000012>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.8111ms
D, [2015-06-14T20:26:04.868909 #4650] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"invalid"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3850ms
D, [2015-06-14T20:26:04.871094 #4650] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user3@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4272ms
D, [2015-06-14T20:26:04.871888 #4650] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user3@email.com", "name"=>"User3", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x32744440 data=557dc73c726a75122a000013>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3610ms
D, [2015-06-14T20:26:04.874657 #4650] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user3@email.com", :password=>"7c4a8d09ca3762af61e59520943dc26494f8941b"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3977ms
D, [2015-06-14T20:26:04.875378 #4650] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"Ihvw3UG1k4KD8ol7QJiSaQ=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2153ms
D, [2015-06-14T20:26:04.876249 #4650] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x32649860 data=557dc73c726a75122a000013>}, :u=>{"$set"=>{"session_token"=>"Ihvw3UG1k4KD8ol7QJiSaQ=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.4742ms
D, [2015-06-14T20:26:04.879237 #4650] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user3@email.com", :password=>"7c4a8d09ca3762af61e59520943dc26494f8941b"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4225ms
D, [2015-06-14T20:26:04.880157 #4650] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x32557240 data=557dc73c726a75122a000013>}, :u=>{"$set"=>{"session_token"=>"Ihvw3UG1k4KD8ol7QJiSaQ=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3970ms
D, [2015-06-14T20:26:04.881096 #4650] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x32744440 data=557dc73c726a75122a000013>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2968ms
D, [2015-06-14T20:26:04.884137 #4650] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user4@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3779ms
D, [2015-06-14T20:26:04.884824 #4650] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user4@email.com", "name"=>"User4", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x32440420 data=557dc73c726a75122a000014>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3128ms
D, [2015-06-14T20:26:04.899087 #4650] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"20"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3684ms
D, [2015-06-14T20:26:04.900873 #4650] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user5@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4735ms
D, [2015-06-14T20:26:04.901920 #4650] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user5@email.com", "name"=>"User5", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x31715980 data=557dc73c726a75122a000015>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.5150ms
D, [2015-06-14T20:26:04.903051 #4650] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user5@email.com", :password=>"7c4a8d09ca3762af61e59520943dc26494f8941b"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3836ms
D, [2015-06-14T20:26:04.905395 #4650] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user6@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.6082ms
D, [2015-06-14T20:26:04.906337 #4650] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user6@email.com", "name"=>"User6", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x31667180 data=557dc73c726a75122a000016>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.4575ms
D, [2015-06-14T20:26:04.907700 #4650] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 16", "text"=>"Text 16", "user_id"=>"557dc73c726a75122a000016", "_id"=><BSON::ObjectId:0x31612080 data=557dc73c726a75122a000017>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3977ms
D, [2015-06-14T20:26:04.908885 #4650] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 17", "text"=>"Text 17", "user_id"=>"557dc73c726a75122a000016", "_id"=><BSON::ObjectId:0x31566300 data=557dc73c726a75122a000018>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.4132ms
D, [2015-06-14T20:26:04.909573 #4650] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={:user_id=>"557dc73c726a75122a000016"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3605ms
D, [2015-06-14T20:26:04.911635 #4650] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user7@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4668ms
D, [2015-06-14T20:26:04.912618 #4650] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user7@email.com", "name"=>"User7", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x23879060 data=557dc73c726a75122a000019>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.5033ms
D, [2015-06-14T20:26:04.913336 #4650] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"/Z0Htdt/0j375drDgBmUgQ=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3035ms
D, [2015-06-14T20:26:04.914190 #4650] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x23879060 data=557dc73c726a75122a000019>}, :u=>{"$set"=>{"session_token"=>"/Z0Htdt/0j375drDgBmUgQ=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.5186ms
D, [2015-06-14T20:26:04.916299 #4650] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user8@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.5324ms
D, [2015-06-14T20:26:04.919801 #4650] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user8@email.com", "name"=>"User8", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "session_token"=>"123", "_id"=><BSON::ObjectId:0x23677580 data=557dc73c726a75122a00001a>}], :writeConcern=>{:w=>1}, :o... flags=[] limit=-1 skip=0 project=nil | runtime: 1.1797ms
D, [2015-06-14T20:26:04.921307 #4650] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x23677580 data=557dc73c726a75122a00001a>}, :u=>{"$set"=>{"session_token"=>"123"}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.6888ms
D, [2015-06-14T20:30:12.406423 #4698] DEBUG -- : MONGODB | Adding 127.0.0.1:27017 to the cluster. | runtime: 0.0100ms
D, [2015-06-14T20:30:12.407528 #4698] DEBUG -- : MONGODB | COMMAND | namespace=admin.$cmd selector={:ismaster=>1} flags=[] limit=-1 skip=0 project=nil | runtime: 0.9279ms
D, [2015-06-14T20:30:12.417491 #4698] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:dropDatabase=>1} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 9.5718ms
D, [2015-06-14T20:30:12.485337 #4698] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.5007ms
D, [2015-06-14T20:30:12.493961 #4698] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user1@email.com", "name"=>"User1", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "session_token"=>"123456", "_id"=><BSON::ObjectId:0x27121340 data=557dc834726a75125a000000>}], :writeConcern=>{:w=>1},... flags=[] limit=-1 skip=0 project=nil | runtime: 8.1198ms
D, [2015-06-14T20:30:12.495222 #4698] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x27121340 data=557dc834726a75125a000000>}, :u=>{"$set"=>{"session_token"=>nil}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.6287ms
D, [2015-06-14T20:30:12.496086 #4698] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x27121340 data=557dc834726a75125a000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3524ms
D, [2015-06-14T20:30:25.324270 #4708] DEBUG -- : MONGODB | Adding 127.0.0.1:27017 to the cluster. | runtime: 0.0103ms
D, [2015-06-14T20:30:25.325245 #4708] DEBUG -- : MONGODB | COMMAND | namespace=admin.$cmd selector={:ismaster=>1} flags=[] limit=-1 skip=0 project=nil | runtime: 0.7932ms
D, [2015-06-14T20:30:25.342959 #4708] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:dropDatabase=>1} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 17.2741ms
D, [2015-06-14T20:30:25.401399 #4708] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4489ms
D, [2015-06-14T20:30:25.407368 #4708] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user1@email.com", "name"=>"User1", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "session_token"=>"123456", "_id"=><BSON::ObjectId:0x21204140 data=557dc841726a751264000000>}], :writeConcern=>{:w=>1},... flags=[] limit=-1 skip=0 project=nil | runtime: 5.4970ms
D, [2015-06-14T20:30:25.410084 #4708] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x21204140 data=557dc841726a751264000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 2.2659ms
D, [2015-06-14T20:30:25.412054 #4708] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x21204140 data=557dc841726a751264000000>}, :u=>{"$set"=>{"session_token"=>nil}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.5975ms
D, [2015-06-14T20:30:25.412765 #4708] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x21204140 data=557dc841726a751264000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3226ms
D, [2015-06-14T20:33:59.033024 #4739] DEBUG -- : MONGODB | Adding 127.0.0.1:27017 to the cluster. | runtime: 0.0103ms
D, [2015-06-14T20:33:59.034152 #4739] DEBUG -- : MONGODB | COMMAND | namespace=admin.$cmd selector={:ismaster=>1} flags=[] limit=-1 skip=0 project=nil | runtime: 0.9320ms
D, [2015-06-14T20:33:59.046244 #4739] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:dropDatabase=>1} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 11.6704ms
D, [2015-06-14T20:33:59.103622 #4739] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4177ms
D, [2015-06-14T20:33:59.111693 #4739] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user1@email.com", "name"=>"User1", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x17001960 data=557dc917726a751283000000>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 7.6122ms
D, [2015-06-14T20:33:59.179367 #4739] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :password=>"7c4a8d09ca3762af61e59520943dc26494f8941b"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4950ms
D, [2015-06-14T20:33:59.180301 #4739] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"8LFU7yFDT4iek7oQAB4jtg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2582ms
D, [2015-06-14T20:33:59.181122 #4739] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x26333780 data=557dc917726a751283000000>}, :u=>{"$set"=>{"session_token"=>"8LFU7yFDT4iek7oQAB4jtg=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3726ms
D, [2015-06-14T20:33:59.197283 #4739] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :password=>"7c4a8d09ca3762af61e59520943dc26494f8941b"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3908ms
D, [2015-06-14T20:33:59.198128 #4739] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x26884560 data=557dc917726a751283000000>}, :u=>{"$set"=>{"session_token"=>"8LFU7yFDT4iek7oQAB4jtg=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3276ms
D, [2015-06-14T20:33:59.198830 #4739] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x17001960 data=557dc917726a751283000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2267ms
D, [2015-06-14T20:33:59.199964 #4739] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x17001960 data=557dc917726a751283000000>}, :u=>{"$set"=>{"session_token"=>"8LFU7yFDT4iek7oQAB4jtg=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3488ms
D, [2015-06-14T20:33:59.200390 #4739] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x17001960 data=557dc917726a751283000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2041ms
D, [2015-06-14T20:33:59.201917 #4739] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"8LFU7yFDT4iek7oQAB4jtg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2978ms
D, [2015-06-14T20:33:59.202617 #4739] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x27015020 data=557dc917726a751283000000>}, :u=>{"$set"=>{"session_token"=>nil}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3550ms
D, [2015-06-14T20:33:59.203767 #4739] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x17001960 data=557dc917726a751283000000>}, :u=>{"$set"=>{"session_token"=>"8LFU7yFDT4iek7oQAB4jtg=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3846ms
D, [2015-06-14T20:33:59.204285 #4739] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x17001960 data=557dc917726a751283000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2358ms
D, [2015-06-14T20:33:59.205880 #4739] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"8LFU7yFDT4iek7oQAB4jtg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4845ms
D, [2015-06-14T20:33:59.206657 #4739] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x27099720 data=557dc917726a751283000000>}, :u=>{"$set"=>{"session_token"=>nil}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3815ms
D, [2015-06-14T20:33:59.207362 #4739] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x17001960 data=557dc917726a751283000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2651ms
D, [2015-06-14T20:34:16.089827 #4751] DEBUG -- : MONGODB | Adding 127.0.0.1:27017 to the cluster. | runtime: 0.0114ms
D, [2015-06-14T20:34:16.090767 #4751] DEBUG -- : MONGODB | COMMAND | namespace=admin.$cmd selector={:ismaster=>1} flags=[] limit=-1 skip=0 project=nil | runtime: 0.7641ms
D, [2015-06-14T20:34:16.104976 #4751] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:dropDatabase=>1} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 13.8299ms
D, [2015-06-14T20:34:16.173218 #4751] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4423ms
D, [2015-06-14T20:34:16.181953 #4751] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user1@email.com", "name"=>"User1", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x17374460 data=557dc928726a75128f000000>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 8.3289ms
D, [2015-06-14T20:34:16.182704 #4751] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"6Y4EVIt0nes3nALYQ7x4mA=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2804ms
D, [2015-06-14T20:34:16.183343 #4751] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x17374460 data=557dc928726a75128f000000>}, :u=>{"$set"=>{"session_token"=>"6Y4EVIt0nes3nALYQ7x4mA=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3860ms
D, [2015-06-14T20:34:16.185776 #4751] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 1", "text"=>"Text 1", "user_id"=>"557dc928726a75128f000000", "_id"=><BSON::ObjectId:0x17196780 data=557dc928726a75128f000001>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 1.5676ms
D, [2015-06-14T20:34:16.186802 #4751] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 2", "text"=>"Text 2", "user_id"=>"557dc928726a75128f000000", "_id"=><BSON::ObjectId:0x17057260 data=557dc928726a75128f000002>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3750ms
D, [2015-06-14T20:34:16.247026 #4751] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"6Y4EVIt0nes3nALYQ7x4mA=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3560ms
D, [2015-06-14T20:34:16.247616 #4751] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={"_id"=><BSON::ObjectId:0x30128460 data=557dc928726a75128f000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1795ms
